"Symbol","Description","GICS sector","Category1","Category2","Category3","Market Cap","Average Volume","Actions"
"HDB","HDFC Bank Ltd ADRs","Financials","US Equity","ADRs","Large cap","$117,939,043,716","1,640,185","Analyze"
"IBN","ICICI Bank Ltd ADRs","Financials","US Equity","ADRs","Large cap","$72,462,263,616","5,843,233","Analyze"
"USB","US Bancorp","Financials","US Equity","Common stocks","Large cap","$53,704,540,045","23,537,826","Analyze"
"PNC","PNC Financial Services Group, Inc.","Financials","US Equity","Common stocks","Large cap","$48,813,182,079","5,719,338","Analyze"
"TFC","Truist Financial Corporation","Financials","US Equity","Common stocks","Large cap","$43,257,522,438","25,309,787","Analyze"
"LYG","Lloyds Banking Group PLC ADRs","Financials","US Equity","ADRs","Large cap","$37,467,655,191","16,594,668","Analyze"
"MFG","Mizuho Financial Group Inc ADRs","Financials","US Equity","ADRs","Large cap","$35,549,498,516","1,749,384","Analyze"
"BBD","Banco Bradesco SA ADRs","Financials","US Equity","ADRs","Large cap","$21,962,470,362","31,480,098","Analyze"
"BBDO","Banco Bradesco SA ADRs","Financials","US Equity","ADRs","Large cap","$21,962,470,362","32,746","Analyze"
"ITUB","Itau Unibanco Holding SA ADRs of Preferred Shares","Financials","US Equity","ADRs","Large cap","$20,982,508,802","40,128,663","Analyze"
"DB","Deutsche Bank AG","Financials","US Equity","Common stocks","Large cap","$19,944,360,714","6,640,433","Analyze"
"MTB","M&T Bank Corp","Financials","US Equity","Common stocks","Large cap","$18,883,113,045","3,188,132","Analyze"
"FITB","Fifth Third Bancorp","Financials","US Equity","Common stocks","Large cap","$17,257,910,742","15,101,959","Analyze"
"RF","Regions Financial Corp","Financials","US Equity","Common stocks","Large cap","$16,382,866,145","21,342,674","Analyze"
"HBAN","Huntington Bancshares Inc","Financials","US Equity","Common stocks","Large cap","$15,482,119,369","33,864,222","Analyze"
"KB","KB Financial Group Inc ADRs","Financials","US Equity","ADRs","Large cap","$15,264,127,548","262,401","Analyze"
"CFG","Citizens Financial Group Inc","Financials","US Equity","Common stocks","Large cap","$14,475,986,804","9,769,483","Analyze"
"SHG","Shinhan Financial Group Co Ltd ADRs","Financials","US Equity","ADRs","Large cap","$13,828,772,739","205,004","Analyze"
"BAP","Credicorp Ltd","Financials","US Equity","Common stocks","Large cap","$11,784,576,101","539,262","Analyze"
"KEY","Keycorp","Financials","US Equity","Common stocks","Large cap","$10,501,673,486","40,593,006","Analyze"
"BCH","Banco de Chile ADRs","Financials","US Equity","ADRs","Mid cap","$9,424,893,676","220,824","Analyze"
"FHN","First Horizon National Corp","Financials","US Equity","Common stocks","Mid cap","$8,479,485,744","15,330,597","Analyze"
"BSAC","Banco Santander Chile ADRs","Financials","US Equity","ADRs","Mid cap","$8,023,093,849","1,250,734","Analyze"
"FCNCA","First Citizens Bancshares Inc Class A","Financials","US Equity","Common stocks","Mid cap","$7,953,937,573","262,179","Analyze"
"CBSH","Commerce Bancshares Inc","Financials","US Equity","Common stocks","Mid cap","$7,063,790,766","672,804","Analyze"
"BSBR","Banco Santander Brasil ADRs","Financials","US Equity","ADRs","Mid cap","$6,871,190,765","2,216,556","Analyze"
"WBS","Webster Financial Corp","Financials","US Equity","Common stocks","Mid cap","$6,549,683,629","2,604,657","Analyze"
"CFR","Cullen Frost Bankers Inc","Financials","US Equity","Common stocks","Mid cap","$6,299,720,962","1,029,617","Analyze"
"SIVB","SVB Financial Group","Financials","US Equity","Common stocks","Mid cap","$6,277,666,087","2,471,402","Analyze"
"WF","Woori Financial Group Inc. ADRs","Financials","US Equity","ADRs","Mid cap","$6,251,613,256","59,636","Analyze"
"NYCB","New York Community Bancorp","Financials","US Equity","Common stocks","Mid cap","$5,879,779,900","26,148,844","Analyze"
"PB","Prosperity Bancshares Inc","Financials","US Equity","Common stocks","Mid cap","$5,502,257,140","1,161,805","Analyze"
"BOKF","BOK Financial Corp","Financials","US Equity","Common stocks","Mid cap","$5,460,881,958","298,855","Analyze"
"SSB","South State Corp","Financials","US Equity","Common stocks","Mid cap","$5,394,998,888","2,059,252","Analyze"
"CMA","Comerica Inc","Financials","US Equity","Common stocks","Mid cap","$5,352,617,602","6,318,562","Analyze"
